county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee_mail,absentee,provisional
Jefferson,A121,U.S. House,3,Republican,Daniel COBBLE,9,1,8,0,,0
Jefferson,A121,U.S. House,3,Republican,Donald PAY,8,2,6,0,,0
Jefferson,A121,U.S. Senate,,Democratic,Joshua BLANTON SR.,1,0,1,0,,0
Jefferson,A121,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,5,1,4,0,,0
Jefferson,A121,U.S. Senate,,Democratic,Amy McGRATH,41,16,24,1,,0
Jefferson,A121,U.S. Senate,,Democratic,Pamela STEVENSON,8,1,7,0,,0
Jefferson,A121,U.S. Senate,,Democratic,Logan FORSYTHE,1,0,1,0,,0
Jefferson,A121,U.S. Senate,,Democratic,Charles BOOKER,64,18,45,1,,0
Jefferson,A121,U.S. Senate,,Democratic,Dale Lewis ROMANS,7,4,3,0,,0
Jefferson,A121,County Attorney,,Democratic,Sarah MARTIN,84,31,53,0,,0
Jefferson,A121,County Attorney,,Democratic,Karl PRICE,41,8,31,2,,0
Jefferson,A121,County Clerk,,Democratic,"Rosalind ""Roz"" WELCH",35,8,25,2,,0
Jefferson,A121,County Clerk,,Democratic,David YATES,92,32,60,0,,0
Jefferson,A121,Sheriff,,Democratic,Richard BREEN,30,11,19,0,,0
Jefferson,A121,Sheriff,,Democratic,Steve HEALEY,48,16,31,1,,0
Jefferson,A121,Sheriff,,Democratic,Stephen YANCEY,45,11,33,1,,0
Jefferson,A121,Louisville Mayor,,,Jody HURT,2,1,1,0,,0
Jefferson,A121,Louisville Mayor,,,Douglas LATTIMORE,0,0,0,0,,0
Jefferson,A121,Louisville Mayor,,,Craig GREENBERG,105,39,66,0,,0
Jefferson,A121,Louisville Mayor,,,Tina BURNELL,41,5,34,2,,0
Jefferson,A121,Louisville Mayor,,,Bob DeVORE,7,0,7,0,,0
Jefferson,A121,Louisville Mayor,,,Lisa M. Holliday HARRIS,6,1,5,0,,0
Jefferson,A121,Louisville Mayor,,,Matthew Solomon BAILEY,2,0,2,0,,0
Jefferson,A121,Louisville Mayor,,,"S. ""The D"" DATTILO",0,0,0,0,,0
Jefferson,A121,Louisville Mayor,,,Shameka L. PARRISH-WRIGHT,38,6,30,2,,0
Jefferson,A124,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,1,0,1,0,,0
Jefferson,A124,U.S. Senate,,Republican,Anissa CATLETT,2,0,2,0,,0
Jefferson,A124,U.S. Senate,,Republican,Daniel CAMERON,39,10,29,0,,0
Jefferson,A124,U.S. Senate,,Republican,A. Nick SHELLEY,0,0,0,0,,0
Jefferson,A124,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",4,0,4,0,,0
Jefferson,A124,U.S. Senate,,Republican,George WASHINGTON,2,0,2,0,,0
Jefferson,A124,U.S. Senate,,Republican,Michael James FARIS,0,0,0,0,,0
Jefferson,A124,U.S. Senate,,Republican,Jimmy I. LEON,0,0,0,0,,0
Jefferson,A124,U.S. Senate,,Republican,James D. DUNCAN,0,0,0,0,,0
Jefferson,A124,U.S. Senate,,Republican,Other Donald WENZEL,0,0,0,0,,0
Jefferson,A124,U.S. Senate,,Republican,Andy BARR,60,8,52,0,,0
Jefferson,A124,U.S. House,3,Republican,David Joseph NICHTER,30,4,26,0,,0
Jefferson,A124,U.S. House,3,Republican,Maria Teresa RODRIGUEZ,33,6,27,0,,0
Jefferson,A124,U.S. House,3,Republican,Daniel COBBLE,24,5,19,0,,0
Jefferson,A124,U.S. House,3,Republican,Donald PAY,14,3,11,0,,0
Jefferson,A124,U.S. Senate,,Democratic,Joshua BLANTON SR.,6,0,6,0,,0
Jefferson,A124,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,1,0,1,0,,0
Jefferson,A124,U.S. Senate,,Democratic,Amy McGRATH,58,8,49,1,,0
Jefferson,A124,U.S. Senate,,Democratic,Pamela STEVENSON,6,2,4,0,,0
Jefferson,A124,U.S. Senate,,Democratic,Logan FORSYTHE,0,0,0,0,,0
Jefferson,A124,U.S. Senate,,Democratic,Charles BOOKER,72,11,59,2,,0
Jefferson,A124,U.S. Senate,,Democratic,Dale Lewis ROMANS,19,2,17,0,,0
Jefferson,A124,County Attorney,,Democratic,Sarah MARTIN,92,18,72,2,,0
Jefferson,A124,County Attorney,,Democratic,Karl PRICE,60,5,54,1,,0
Jefferson,A124,County Clerk,,Democratic,"Rosalind ""Roz"" WELCH",38,6,32,0,,0
Jefferson,A124,County Clerk,,Democratic,David YATES,127,17,107,3,,0
Jefferson,A124,Sheriff,,Democratic,Richard BREEN,42,7,35,0,,0
Jefferson,A124,Sheriff,,Democratic,Steve HEALEY,56,6,49,1,,0
Jefferson,A124,Sheriff,,Democratic,Stephen YANCEY,57,9,46,2,,0
Jefferson,A124,Louisville Mayor,,,Jody HURT,7,1,6,0,,0
Jefferson,A124,Louisville Mayor,,,Douglas LATTIMORE,5,0,5,0,,0
Jefferson,A124,Louisville Mayor,,,Craig GREENBERG,151,24,126,1,,0
Jefferson,A124,Louisville Mayor,,,Tina BURNELL,61,10,51,0,,0
Jefferson,A124,Louisville Mayor,,,Bob DeVORE,11,2,9,0,,0
Jefferson,A124,Louisville Mayor,,,Lisa M. Holliday HARRIS,5,0,5,0,,0
Jefferson,A124,Louisville Mayor,,,Matthew Solomon BAILEY,3,1,2,0,,0
Jefferson,A124,Louisville Mayor,,,"S. ""The D"" DATTILO",5,1,4,0,,0
Jefferson,A124,Louisville Mayor,,,Shameka L. PARRISH-WRIGHT,45,5,38,2,,0
Jefferson,A125,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,1,0,1,0,,0
Jefferson,A125,U.S. Senate,,Republican,Anissa CATLETT,1,1,0,0,,0
Jefferson,A125,U.S. Senate,,Republican,Daniel CAMERON,36,4,32,0,,0
Jefferson,A125,U.S. Senate,,Republican,A. Nick SHELLEY,0,0,0,0,,0
Jefferson,A125,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",0,0,0,0,,0
Jefferson,A125,U.S. Senate,,Republican,George WASHINGTON,1,0,1,0,,0
Jefferson,A125,U.S. Senate,,Republican,Michael James FARIS,3,1,2,0,,0
Jefferson,A125,U.S. Senate,,Republican,Jimmy I. LEON,0,0,0,0,,0
Jefferson,A125,U.S. Senate,,Republican,James D. DUNCAN,1,0,1,0,,0
Jefferson,A125,U.S. Senate,,Republican,Other Donald WENZEL,1,0,1,0,,0
Jefferson,A125,U.S. Senate,,Republican,Andy BARR,76,8,68,0,,0
Jefferson,A125,U.S. House,3,Republican,David Joseph NICHTER,25,1,24,0,,0
Jefferson,A125,U.S. House,3,Republican,Maria Teresa RODRIGUEZ,51,8,43,0,,0
Jefferson,A125,U.S. House,3,Republican,Daniel COBBLE,13,3,10,0,,0
Jefferson,A125,U.S. House,3,Republican,Donald PAY,21,3,18,0,,0
Jefferson,A125,U.S. Senate,,Democratic,Joshua BLANTON SR.,2,0,2,0,,0
Jefferson,A125,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,1,0,1,0,,0
Jefferson,A125,U.S. Senate,,Democratic,Amy McGRATH,49,10,39,0,,0
Jefferson,A125,U.S. Senate,,Democratic,Pamela STEVENSON,5,1,4,0,,0
Jefferson,A125,U.S. Senate,,Democratic,Logan FORSYTHE,1,0,1,0,,0
Jefferson,A125,U.S. Senate,,Democratic,Charles BOOKER,60,7,52,1,,0
Jefferson,A125,U.S. Senate,,Democratic,Dale Lewis ROMANS,18,1,17,0,,0
Jefferson,A125,County Attorney,,Democratic,Sarah MARTIN,89,12,76,1,,0
Jefferson,A125,County Attorney,,Democratic,Karl PRICE,39,6,33,0,,0
Jefferson,A125,County Clerk,,Democratic,"Rosalind ""Roz"" WELCH",22,2,20,0,,0
Jefferson,A125,County Clerk,,Democratic,David YATES,110,16,93,1,,0
Jefferson,A125,Sheriff,,Democratic,Richard BREEN,28,4,23,1,,0
Jefferson,A125,Sheriff,,Democratic,Steve HEALEY,56,9,47,0,,0
Jefferson,A125,Sheriff,,Democratic,Stephen YANCEY,44,6,38,0,,0
Jefferson,A125,Louisville Mayor,,,Jody HURT,4,0,4,0,,0
Jefferson,A125,Louisville Mayor,,,Douglas LATTIMORE,5,0,5,0,,0
Jefferson,A125,Louisville Mayor,,,Craig GREENBERG,128,19,108,1,,0
Jefferson,A125,Louisville Mayor,,,Tina BURNELL,59,9,50,0,,0
Jefferson,A125,Louisville Mayor,,,Bob DeVORE,12,2,10,0,,0
Jefferson,A125,Louisville Mayor,,,Lisa M. Holliday HARRIS,7,2,5,0,,0
Jefferson,A125,Louisville Mayor,,,Matthew Solomon BAILEY,2,1,1,0,,0
Jefferson,A125,Louisville Mayor,,,"S. ""The D"" DATTILO",2,0,2,0,,0
Jefferson,A125,Louisville Mayor,,,Shameka L. PARRISH-WRIGHT,28,2,26,0,,0
Jefferson,A126,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,2,0,2,0,,0
Jefferson,A126,U.S. Senate,,Republican,Anissa CATLETT,2,1,1,0,,0
Jefferson,A126,U.S. Senate,,Republican,Daniel CAMERON,41,15,26,0,,0
Jefferson,A126,U.S. Senate,,Republican,A. Nick SHELLEY,0,0,0,0,,0
Jefferson,A126,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",0,0,0,0,,0
Jefferson,A126,U.S. Senate,,Republican,George WASHINGTON,2,0,2,0,,0
Jefferson,A126,U.S. Senate,,Republican,Michael James FARIS,0,0,0,0,,0
Jefferson,A126,U.S. Senate,,Republican,Jimmy I. LEON,0,0,0,0,,0
Jefferson,A126,U.S. Senate,,Republican,James D. DUNCAN,2,0,1,1,,0
Jefferson,A126,U.S. Senate,,Republican,Other Donald WENZEL,1,1,0,0,,0
Jefferson,A126,U.S. Senate,,Republican,Andy BARR,70,10,58,2,,0
Jefferson,A126,U.S. House,3,Republican,David Joseph NICHTER,35,9,23,3,,0
Jefferson,A126,U.S. House,3,Republican,Maria Teresa RODRIGUEZ,46,13,33,0,,0
Jefferson,A126,U.S. House,3,Republican,Daniel COBBLE,19,2,17,0,,0
Jefferson,A126,U.S. House,3,Republican,Donald PAY,9,1,8,0,,0
Jefferson,A126,U.S. Senate,,Democratic,Joshua BLANTON SR.,3,0,2,1,,0
Jefferson,A126,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,2,0,1,1,,0
Jefferson,A126,U.S. Senate,,Democratic,Amy McGRATH,70,24,44,2,,0
Jefferson,A126,U.S. Senate,,Democratic,Pamela STEVENSON,5,1,4,0,,0
Jefferson,A126,U.S. Senate,,Democratic,Logan FORSYTHE,8,5,3,0,,0
Jefferson,A126,U.S. Senate,,Democratic,Charles BOOKER,86,21,63,2,,0
Jefferson,A126,U.S. Senate,,Democratic,Dale Lewis ROMANS,14,2,12,0,,0
Jefferson,A126,County Attorney,,Democratic,Sarah MARTIN,121,38,79,4,,0
Jefferson,A126,County Attorney,,Democratic,Karl PRICE,60,13,45,2,,0
Jefferson,A126,County Clerk,,Democratic,"Rosalind ""Roz"" WELCH",45,8,34,3,,0
Jefferson,A126,County Clerk,,Democratic,David YATES,143,44,96,3,,0
Jefferson,A126,Sheriff,,Democratic,Richard BREEN,51,13,35,3,,0
Jefferson,A126,Sheriff,,Democratic,Steve HEALEY,73,26,46,1,,0
Jefferson,A126,Sheriff,,Democratic,Stephen YANCEY,54,12,41,1,,0
Jefferson,A126,Louisville Mayor,,,Jody HURT,9,3,6,0,,0
Jefferson,A126,Louisville Mayor,,,Douglas LATTIMORE,5,2,3,0,,0
Jefferson,A126,Louisville Mayor,,,Craig GREENBERG,158,47,103,8,,0
Jefferson,A126,Louisville Mayor,,,Tina BURNELL,73,20,53,0,,0
Jefferson,A126,Louisville Mayor,,,Bob DeVORE,14,2,12,0,,0
Jefferson,A126,Louisville Mayor,,,Lisa M. Holliday HARRIS,4,0,4,0,,0
Jefferson,A126,Louisville Mayor,,,Matthew Solomon BAILEY,2,0,2,0,,0
Jefferson,A126,Louisville Mayor,,,"S. ""The D"" DATTILO",1,0,1,0,,0
Jefferson,A126,Louisville Mayor,,,Shameka L. PARRISH-WRIGHT,37,6,30,1,,0
Jefferson,A127,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,0,0,0,0,,0
Jefferson,A127,U.S. Senate,,Republican,Anissa CATLETT,3,0,3,0,,0
Jefferson,A127,U.S. Senate,,Republican,Daniel CAMERON,13,2,11,0,,0
Jefferson,A127,U.S. Senate,,Republican,A. Nick SHELLEY,0,0,0,0,,0
Jefferson,A127,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",1,0,1,0,,0
Jefferson,A127,U.S. Senate,,Republican,George WASHINGTON,0,0,0,0,,0
Jefferson,A127,U.S. Senate,,Republican,Michael James FARIS,1,0,1,0,,0
Jefferson,A127,U.S. Senate,,Republican,Jimmy I. LEON,0,0,0,0,,0
Jefferson,A127,U.S. Senate,,Republican,James D. DUNCAN,0,0,0,0,,0
Jefferson,A127,U.S. Senate,,Republican,Other Donald WENZEL,0,0,0,0,,0
Jefferson,A127,U.S. Senate,,Republican,Andy BARR,47,9,35,3,,0
Jefferson,A127,U.S. House,3,Republican,David Joseph NICHTER,10,3,7,0,,0
Jefferson,A127,U.S. House,3,Republican,Maria Teresa RODRIGUEZ,25,3,21,1,,0
Jefferson,A127,U.S. House,3,Republican,Daniel COBBLE,15,2,12,1,,0
Jefferson,A127,U.S. House,3,Republican,Donald PAY,8,3,4,1,,0
Jefferson,A127,U.S. Senate,,Democratic,Joshua BLANTON SR.,3,1,2,0,,0
Jefferson,A127,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,3,2,1,0,,0
Jefferson,A127,U.S. Senate,,Democratic,Amy McGRATH,28,5,22,1,,0
Jefferson,A127,U.S. Senate,,Democratic,Pamela STEVENSON,3,0,3,0,,0
Jefferson,A127,U.S. Senate,,Democratic,Logan FORSYTHE,3,0,2,1,,0
Jefferson,A127,U.S. Senate,,Democratic,Charles BOOKER,49,4,43,2,,0
Jefferson,A127,U.S. Senate,,Democratic,Dale Lewis ROMANS,3,0,3,0,,0
Jefferson,A127,County Attorney,,Democratic,Sarah MARTIN,56,9,44,3,,0
Jefferson,A127,County Attorney,,Democratic,Karl PRICE,32,3,29,0,,0
Jefferson,A127,County Clerk,,Democratic,"Rosalind ""Roz"" WELCH",23,1,21,1,,0
Jefferson,A127,County Clerk,,Democratic,David YATES,67,11,53,3,,0
Jefferson,A127,Sheriff,,Democratic,Richard BREEN,28,6,22,0,,0
Jefferson,A127,Sheriff,,Democratic,Steve HEALEY,36,4,29,3,,0
Jefferson,A127,Sheriff,,Democratic,Stephen YANCEY,26,2,23,1,,0
Jefferson,A127,Louisville Mayor,,,Jody HURT,0,0,0,0,,0
Jefferson,A127,Louisville Mayor,,,Douglas LATTIMORE,3,0,3,0,,0
Jefferson,A127,Louisville Mayor,,,Craig GREENBERG,58,9,47,2,,0
Jefferson,A127,Louisville Mayor,,,Tina BURNELL,35,9,23,3,,0
Jefferson,A127,Louisville Mayor,,,Bob DeVORE,10,1,9,0,,0
Jefferson,A127,Louisville Mayor,,,Lisa M. Holliday HARRIS,5,0,5,0,,0
Jefferson,A127,Louisville Mayor,,,Matthew Solomon BAILEY,2,1,1,0,,0
Jefferson,A127,Louisville Mayor,,,"S. ""The D"" DATTILO",1,1,0,0,,0
Jefferson,A127,Louisville Mayor,,,Shameka L. PARRISH-WRIGHT,39,2,36,1,,0
Jefferson,A128,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,1,0,1,0,,0
Jefferson,A128,U.S. Senate,,Republican,Anissa CATLETT,1,0,1,0,,0
Jefferson,A128,U.S. Senate,,Republican,Daniel CAMERON,28,7,21,0,,0
Jefferson,A128,U.S. Senate,,Republican,A. Nick SHELLEY,0,0,0,0,,0
Jefferson,A128,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",1,0,1,0,,0
Jefferson,A128,U.S. Senate,,Republican,George WASHINGTON,1,0,1,0,,0
Jefferson,A128,U.S. Senate,,Republican,Michael James FARIS,0,0,0,0,,0
Jefferson,A128,U.S. Senate,,Republican,Jimmy I. LEON,0,0,0,0,,0
Jefferson,A128,U.S. Senate,,Republican,James D. DUNCAN,1,0,1,0,,0
Jefferson,A128,U.S. Senate,,Republican,Other Donald WENZEL,0,0,0,0,,0
Jefferson,A128,U.S. Senate,,Republican,Andy BARR,56,14,42,0,,0
Jefferson,A128,U.S. House,3,Republican,David Joseph NICHTER,14,4,10,0,,0
Jefferson,A128,U.S. House,3,Republican,Maria Teresa RODRIGUEZ,42,10,32,0,,0
Jefferson,A128,U.S. House,3,Republican,Daniel COBBLE,16,5,11,0,,0
Jefferson,A128,U.S. House,3,Republican,Donald PAY,15,2,13,0,,0
Jefferson,A128,U.S. Senate,,Democratic,Joshua BLANTON SR.,1,0,1,0,,0
Jefferson,A128,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,1,0,1,0,,0
Jefferson,A128,U.S. Senate,,Democratic,Amy McGRATH,41,10,29,2,,0
Jefferson,A128,U.S. Senate,,Democratic,Pamela STEVENSON,10,1,9,0,,0
Jefferson,A128,U.S. Senate,,Democratic,Logan FORSYTHE,1,0,1,0,,0
Jefferson,A128,U.S. Senate,,Democratic,Charles BOOKER,64,8,55,1,,0
Jefferson,A128,U.S. Senate,,Democratic,Dale Lewis ROMANS,8,1,6,1,,0
Jefferson,A128,County Attorney,,Democratic,Sarah MARTIN,75,12,61,2,,0
Jefferson,A128,County Attorney,,Democratic,Karl PRICE,47,8,39,0,,0
Jefferson,A128,County Clerk,,Democratic,"Rosalind ""Roz"" WELCH",29,2,27,0,,0
Jefferson,A128,County Clerk,,Democratic,David YATES,93,17,73,3,,0
Jefferson,A128,Sheriff,,Democratic,Richard BREEN,27,6,20,1,,0
Jefferson,A128,Sheriff,,Democratic,Steve HEALEY,61,10,50,1,,0
Jefferson,A128,Sheriff,,Democratic,Stephen YANCEY,36,4,31,1,,0
Jefferson,A128,Louisville Mayor,,,Jody HURT,7,0,7,0,,0
Jefferson,A128,Louisville Mayor,,,Douglas LATTIMORE,2,1,1,0,,0
Jefferson,A128,Louisville Mayor,,,Craig GREENBERG,111,20,88,3,,0
Jefferson,A128,Louisville Mayor,,,Tina BURNELL,46,6,40,0,,0
Jefferson,A128,Louisville Mayor,,,Bob DeVORE,14,6,8,0,,0
Jefferson,A128,Louisville Mayor,,,Lisa M. Holliday HARRIS,6,0,6,0,,0
Jefferson,A128,Louisville Mayor,,,Matthew Solomon BAILEY,0,0,0,0,,0
Jefferson,A128,Louisville Mayor,,,"S. ""The D"" DATTILO",1,1,0,0,,0
Jefferson,A128,Louisville Mayor,,,Shameka L. PARRISH-WRIGHT,36,6,29,1,,0
Jefferson,A129,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,1,0,1,0,,0
Jefferson,A129,U.S. Senate,,Republican,Anissa CATLETT,0,0,0,0,,0
Jefferson,A129,U.S. Senate,,Republican,Daniel CAMERON,40,5,35,0,,0
Jefferson,A129,U.S. Senate,,Republican,A. Nick SHELLEY,0,0,0,0,,0
Jefferson,A129,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",2,0,2,0,,0
Jefferson,A129,U.S. Senate,,Republican,George WASHINGTON,1,0,1,0,,0
Jefferson,A129,U.S. Senate,,Republican,Michael James FARIS,4,0,4,0,,0
Jefferson,A129,U.S. Senate,,Republican,Jimmy I. LEON,0,0,0,0,,0
Jefferson,A129,U.S. Senate,,Republican,James D. DUNCAN,0,0,0,0,,0
Jefferson,A129,U.S. Senate,,Republican,Other Donald WENZEL,0,0,0,0,,0
Jefferson,A129,U.S. Senate,,Republican,Andy BARR,56,9,45,2,,0
Jefferson,A129,U.S. House,3,Republican,David Joseph NICHTER,11,1,10,0,,0
Jefferson,A129,U.S. House,3,Republican,Maria Teresa RODRIGUEZ,48,4,42,2,,0
Jefferson,A129,U.S. House,3,Republican,Daniel COBBLE,22,6,16,0,,0
Jefferson,A129,U.S. House,3,Republican,Donald PAY,11,0,11,0,,0
Jefferson,A129,U.S. Senate,,Democratic,Joshua BLANTON SR.,5,0,5,0,,0
Jefferson,A129,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,1,0,1,0,,0
Jefferson,A129,U.S. Senate,,Democratic,Amy McGRATH,48,14,32,2,,0
Jefferson,A129,U.S. Senate,,Democratic,Pamela STEVENSON,7,2,4,1,,0
Jefferson,A129,U.S. Senate,,Democratic,Logan FORSYTHE,1,0,1,0,,0
Jefferson,A129,U.S. Senate,,Democratic,Charles BOOKER,51,7,44,0,,0
Jefferson,A129,U.S. Senate,,Democratic,Dale Lewis ROMANS,8,2,4,2,,0
Jefferson,A129,County Attorney,,Democratic,Sarah MARTIN,74,12,57,5,,0
Jefferson,A129,County Attorney,,Democratic,Karl PRICE,41,12,29,0,,0
Jefferson,A129,County Clerk,,Democratic,"Rosalind ""Roz"" WELCH",21,2,19,0,,0
Jefferson,A129,County Clerk,,Democratic,David YATES,99,23,71,5,,0
Jefferson,A129,Sheriff,,Democratic,Richard BREEN,36,7,26,3,,0
Jefferson,A129,Sheriff,,Democratic,Steve HEALEY,41,12,28,1,,0
Jefferson,A129,Sheriff,,Democratic,Stephen YANCEY,39,6,32,1,,0
Jefferson,A129,Louisville Mayor,,,Jody HURT,7,1,4,2,,0
Jefferson,A129,Louisville Mayor,,,Douglas LATTIMORE,3,1,2,0,,0
Jefferson,A129,Louisville Mayor,,,Craig GREENBERG,92,20,69,3,,0
Jefferson,A129,Louisville Mayor,,,Tina BURNELL,54,8,46,0,,0
Jefferson,A129,Louisville Mayor,,,Bob DeVORE,13,1,12,0,,0
Jefferson,A129,Louisville Mayor,,,Lisa M. Holliday HARRIS,4,1,3,0,,0
Jefferson,A129,Louisville Mayor,,,Matthew Solomon BAILEY,2,0,2,0,,0
Jefferson,A129,Louisville Mayor,,,"S. ""The D"" DATTILO",2,0,2,0,,0
Jefferson,A129,Louisville Mayor,,,Shameka L. PARRISH-WRIGHT,35,7,28,0,,0
Jefferson,A134,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,3,0,3,0,,0
Jefferson,A134,U.S. Senate,,Republican,Anissa CATLETT,0,0,0,0,,0
Jefferson,A134,U.S. Senate,,Republican,Daniel CAMERON,23,6,17,0,,0
Jefferson,A134,U.S. Senate,,Republican,A. Nick SHELLEY,0,0,0,0,,0
Jefferson,A134,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",0,0,0,0,,0
Jefferson,A134,U.S. Senate,,Republican,George WASHINGTON,0,0,0,0,,0
Jefferson,A134,U.S. Senate,,Republican,Michael James FARIS,2,1,1,0,,0
Jefferson,A134,U.S. Senate,,Republican,Jimmy I. LEON,0,0,0,0,,0
Jefferson,A134,U.S. Senate,,Republican,James D. DUNCAN,0,0,0,0,,0
Jefferson,A134,U.S. Senate,,Republican,Other Donald WENZEL,0,0,0,0,,0
Jefferson,A134,U.S. Senate,,Republican,Andy BARR,30,7,22,1,,0
Jefferson,A134,U.S. House,3,Republican,David Joseph NICHTER,13,1,12,0,,0
Jefferson,A134,U.S. House,3,Republican,Maria Teresa RODRIGUEZ,17,8,9,0,,0
Jefferson,A134,U.S. House,3,Republican,Daniel COBBLE,20,5,14,1,,0
Jefferson,A134,U.S. House,3,Republican,Donald PAY,8,1,7,0,,0
Jefferson,A134,U.S. Senate,,Democratic,Joshua BLANTON SR.,1,0,1,0,,0
Jefferson,A134,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,1,0,1,0,,0
Jefferson,A134,U.S. Senate,,Democratic,Amy McGRATH,28,6,19,3,,0
Jefferson,A134,U.S. Senate,,Democratic,Pamela STEVENSON,5,0,4,1,,0
Jefferson,A134,U.S. Senate,,Democratic,Logan FORSYTHE,0,0,0,0,,0
Jefferson,A134,U.S. Senate,,Democratic,Charles BOOKER,26,2,23,1,,0
Jefferson,A134,U.S. Senate,,Democratic,Dale Lewis ROMANS,5,0,5,0,,0
Jefferson,A134,County Attorney,,Democratic,Sarah MARTIN,44,7,33,4,,0
Jefferson,A134,County Attorney,,Democratic,Karl PRICE,20,1,18,1,,0
Jefferson,A134,County Clerk,,Democratic,"Rosalind ""Roz"" WELCH",16,3,12,1,,0
Jefferson,A134,County Clerk,,Democratic,David YATES,50,4,42,4,,0
Jefferson,A134,Sheriff,,Democratic,Richard BREEN,17,1,13,3,,0
Jefferson,A134,Sheriff,,Democratic,Steve HEALEY,21,4,17,0,,0
Jefferson,A134,Sheriff,,Democratic,Stephen YANCEY,27,3,23,1,,0
Jefferson,A134,Louisville Mayor,,,Jody HURT,3,0,3,0,,0
Jefferson,A134,Louisville Mayor,,,Douglas LATTIMORE,3,0,3,0,,0
Jefferson,A134,Louisville Mayor,,,Craig GREENBERG,50,8,38,4,,0
Jefferson,A134,Louisville Mayor,,,Tina BURNELL,23,4,19,0,,0
Jefferson,A134,Louisville Mayor,,,Bob DeVORE,10,4,6,0,,0
Jefferson,A134,Louisville Mayor,,,Lisa M. Holliday HARRIS,8,2,6,0,,0
Jefferson,A134,Louisville Mayor,,,Matthew Solomon BAILEY,0,0,0,0,,0
Jefferson,A134,Louisville Mayor,,,"S. ""The D"" DATTILO",1,1,0,0,,0
Jefferson,A134,Louisville Mayor,,,Shameka L. PARRISH-WRIGHT,20,2,17,1,,0
Jefferson,A136,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,0,0,0,0,,0
Jefferson,A136,U.S. Senate,,Republican,Anissa CATLETT,0,0,0,0,,0
Jefferson,A136,U.S. Senate,,Republican,Daniel CAMERON,12,4,8,0,,0
Jefferson,A136,U.S. Senate,,Republican,A. Nick SHELLEY,0,0,0,0,,0
Jefferson,A136,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",0,0,0,0,,0
Jefferson,A136,U.S. Senate,,Republican,George WASHINGTON,0,0,0,0,,0
Jefferson,A136,U.S. Senate,,Republican,Michael James FARIS,1,0,1,0,,0
Jefferson,A136,U.S. Senate,,Republican,Jimmy I. LEON,0,0,0,0,,0
Jefferson,A136,U.S. Senate,,Republican,James D. DUNCAN,1,0,1,0,,0
Jefferson,A136,U.S. Senate,,Republican,Other Donald WENZEL,0,0,0,0,,0
Jefferson,A136,U.S. Senate,,Republican,Andy BARR,23,2,21,0,,0
Jefferson,A136,U.S. House,3,Republican,David Joseph NICHTER,7,0,7,0,,0
Jefferson,A136,U.S. House,3,Republican,Maria Teresa RODRIGUEZ,20,4,16,0,,0
Jefferson,A136,U.S. House,3,Republican,Daniel COBBLE,8,1,7,0,,0
Jefferson,A136,U.S. House,3,Republican,Donald PAY,3,2,1,0,,0
Jefferson,A136,U.S. Senate,,Democratic,Joshua BLANTON SR.,1,0,1,0,,0
Jefferson,A136,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,1,0,1,0,,0
Jefferson,A136,U.S. Senate,,Democratic,Amy McGRATH,37,9,27,1,,0
Jefferson,A136,U.S. Senate,,Democratic,Pamela STEVENSON,2,0,2,0,,0
Jefferson,A136,U.S. Senate,,Democratic,Logan FORSYTHE,2,0,2,0,,0
Jefferson,A136,U.S. Senate,,Democratic,Charles BOOKER,25,0,25,0,,0
Jefferson,A136,U.S. Senate,,Democratic,Dale Lewis ROMANS,6,1,5,0,,0
Jefferson,A136,County Attorney,,Democratic,Sarah MARTIN,50,10,39,1,,0
Jefferson,A136,County Attorney,,Democratic,Karl PRICE,20,0,20,0,,0
Jefferson,A136,County Clerk,,Democratic,"Rosalind ""Roz"" WELCH",23,1,21,1,,0
Jefferson,A136,County Clerk,,Democratic,David YATES,49,9,40,0,,0
Jefferson,A136,Sheriff,,Democratic,Richard BREEN,20,5,15,0,,0
Jefferson,A136,Sheriff,,Democratic,Steve HEALEY,24,5,18,1,,0
